Code Module,Code Presentation,Highest Education,Num Prev Attempts,Studied Credits,Disability,Forum Ng,Homepage,OU Content,Quiz,Resource,Subpage,Url,Clicks 1Q,Clicks 2Q,Clicks 3Q,Clicks 4Q,Clicks Before Start,Num Past Deadline,Total Weighted Score,Total Weights,Num Banked,Fail?,IMD > 50%
AAA,2013J,Lower Than A Level,0,120,N,51.0,95.0,308.0,0.0,7.0,50.0,2.0,113.0,98.0,131.0,134.0,44.0,0.0,67.3,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,18.0,504.0,2078.0,0.0,28.0,72.0,4.0,775.0,628.0,925.0,230.0,174.0,0.0,83.8,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,2676.0,1042.0,1516.0,0.0,27.0,197.0,64.0,1847.0,1326.0,1120.0,994.0,241.0,0.0,81.7,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,240,N,894.0,263.0,521.0,0.0,19.0,89.0,30.0,744.0,347.0,298.0,386.0,48.0,1.0,72.0,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,379.0,502.0,934.0,0.0,14.0,170.0,104.0,405.0,585.0,503.0,486.0,142.0,1.0,75.30000000000003,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,2092.0,1057.0,2005.0,0.0,53.0,296.0,137.0,1693.0,1019.0,1149.0,1629.0,155.0,2.0,70.6,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,120,N,49.0,94.0,270.0,0.0,10.0,29.0,0.0,237.0,15.0,67.0,95.0,38.0,2.0,53.2,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,Y,72.0,142.0,314.0,0.0,13.0,49.0,5.0,217.0,190.0,48.0,92.0,50.0,2.0,48.8,100.0,0.0,Yes,0
AAA,2013J,Lower Than A Level,0,120,N,86.0,187.0,284.0,0.0,10.0,39.0,5.0,337.0,87.0,95.0,3.0,89.0,2.0,51.3,70.0,0.0,Yes,1
AAA,2013J,A Level or Equivalent,0,150,N,3.0,34.0,183.0,0.0,6.0,39.0,5.0,40.0,26.0,93.0,111.0,0.0,0.0,49.6,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,420,N,107.0,335.0,824.0,0.0,32.0,161.0,70.0,492.0,339.0,75.0,530.0,93.0,1.0,66.0,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,834.0,1009.0,2007.0,0.0,30.0,76.0,5.0,1262.0,697.0,753.0,997.0,294.0,0.0,79.4,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,30.0,287.0,880.0,0.0,8.0,115.0,76.0,535.0,204.0,403.0,199.0,64.0,3.0,68.60000000000001,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,53.0,120.0,154.0,0.0,24.0,84.0,31.0,112.0,109.0,130.0,109.0,6.0,1.0,70.4,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,282.0,426.0,583.0,0.0,9.0,125.0,84.0,520.0,276.0,239.0,339.0,136.0,2.0,70.9,100.0,0.0,No,0
AAA,2013J,Lower Than A Level,0,60,N,274.0,134.0,267.0,0.0,9.0,38.0,17.0,317.0,96.0,144.0,188.0,0.0,0.0,64.89999999999999,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,60,N,253.0,317.0,1012.0,0.0,23.0,200.0,133.0,418.0,255.0,450.0,767.0,49.0,3.0,71.1,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,287.0,451.0,841.0,0.0,29.0,142.0,25.0,163.0,294.0,508.0,681.0,136.0,2.0,61.40000000000001,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,60,N,2988.0,1304.0,1536.0,0.0,19.0,282.0,181.0,1991.0,1337.0,1413.0,1239.0,338.0,0.0,80.1,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,2097.0,901.0,1051.0,0.0,72.0,195.0,125.0,1535.0,1130.0,669.0,627.0,486.0,0.0,81.7,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,60,N,258.0,358.0,1189.0,0.0,8.0,162.0,28.0,1047.0,224.0,299.0,162.0,284.0,2.0,78.8,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,180,N,13.0,36.0,65.0,0.0,0.0,23.0,1.0,99.0,11.0,6.0,20.0,2.0,2.0,36.0,100.0,0.0,Yes,1
AAA,2013J,A Level or Equivalent,0,120,N,767.0,355.0,679.0,0.0,12.0,136.0,54.0,775.0,356.0,405.0,363.0,113.0,0.0,51.7,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,271.0,393.0,1027.0,0.0,17.0,171.0,93.0,714.0,260.0,315.0,430.0,256.0,1.0,54.0,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,180,N,291.0,176.0,396.0,0.0,37.0,57.0,6.0,358.0,125.0,120.0,354.0,7.0,2.0,46.6,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,170,N,129.0,296.0,802.0,0.0,13.0,45.0,7.0,580.0,252.0,302.0,80.0,98.0,0.0,58.7,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,120,N,39.0,75.0,250.0,0.0,16.0,41.0,1.0,322.0,0.0,0.0,0.0,105.0,1.0,7.4,10.0,0.0,Yes,0
AAA,2013J,HE Qualification,0,60,N,516.0,466.0,897.0,0.0,37.0,122.0,81.0,533.0,550.0,424.0,180.0,449.0,4.0,75.6,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,3274.0,2143.0,2021.0,0.0,25.0,711.0,383.0,2946.0,1514.0,1982.0,1351.0,769.0,0.0,89.4,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,410.0,386.0,527.0,0.0,8.0,123.0,76.0,620.0,300.0,287.0,332.0,2.0,1.0,78.80000000000003,100.0,0.0,No,1
AAA,2013J,Lower Than A Level,0,60,N,299.0,698.0,1826.0,0.0,8.0,214.0,156.0,936.0,482.0,1144.0,509.0,148.0,1.0,66.69999999999999,100.0,0.0,No,1
AAA,2013J,Lower Than A Level,0,60,N,158.0,199.0,91.0,0.0,16.0,68.0,2.0,269.0,73.0,36.0,113.0,43.0,1.0,50.8,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,559.0,337.0,577.0,0.0,59.0,84.0,33.0,706.0,205.0,284.0,221.0,249.0,0.0,72.2,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,90,Y,13.0,81.0,193.0,0.0,5.0,30.0,11.0,260.0,32.0,17.0,11.0,13.0,2.0,27.3,50.0,0.0,Yes,0
AAA,2013J,A Level or Equivalent,0,60,N,1299.0,668.0,752.0,0.0,21.0,103.0,100.0,994.0,737.0,731.0,135.0,356.0,0.0,83.5,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,180,N,269.0,205.0,577.0,0.0,7.0,126.0,20.0,668.0,229.0,104.0,64.0,140.0,0.0,61.7,100.0,0.0,Yes,0
AAA,2013J,HE Qualification,0,60,N,27.0,57.0,69.0,0.0,13.0,59.0,1.0,95.0,37.0,30.0,57.0,8.0,0.0,74.8,100.0,0.0,No,1
AAA,2013J,Lower Than A Level,0,60,N,86.0,133.0,152.0,0.0,8.0,42.0,24.0,193.0,89.0,131.0,32.0,0.0,3.0,60.7,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,75.0,145.0,315.0,0.0,7.0,53.0,19.0,298.0,62.0,117.0,72.0,65.0,0.0,65.1,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,40.0,372.0,622.0,0.0,2.0,112.0,57.0,356.0,247.0,357.0,226.0,29.0,0.0,77.5,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,240,N,436.0,300.0,1020.0,0.0,6.0,71.0,4.0,823.0,254.0,420.0,179.0,163.0,2.0,52.8,80.0,0.0,No,0
AAA,2013J,Post Graduate Qualification,0,60,N,58.0,94.0,498.0,0.0,9.0,59.0,14.0,190.0,62.0,77.0,403.0,0.0,2.0,75.5,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,343.0,391.0,965.0,0.0,19.0,126.0,80.0,512.0,402.0,525.0,340.0,156.0,0.0,79.5,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,80,N,18.0,64.0,213.0,0.0,2.0,22.0,2.0,101.0,60.0,97.0,51.0,12.0,0.0,74.2,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,40.0,87.0,197.0,0.0,5.0,83.0,15.0,217.0,52.0,115.0,41.0,2.0,0.0,56.40000000000001,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,198.0,358.0,1166.0,0.0,8.0,109.0,40.0,659.0,388.0,361.0,196.0,288.0,0.0,78.80000000000003,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,195.0,484.0,945.0,0.0,21.0,124.0,55.0,383.0,377.0,574.0,405.0,90.0,1.0,59.6,100.0,0.0,Yes,1
AAA,2013J,HE Qualification,0,60,N,44.0,119.0,388.0,0.0,25.0,67.0,15.0,184.0,158.0,167.0,97.0,52.0,0.0,79.2,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,163.0,208.0,595.0,0.0,15.0,148.0,39.0,410.0,188.0,162.0,302.0,112.0,0.0,54.8,100.0,0.0,No,1
AAA,2013J,Lower Than A Level,0,90,N,449.0,836.0,556.0,0.0,10.0,85.0,25.0,781.0,330.0,328.0,279.0,251.0,3.0,78.9,100.0,0.0,No,0
AAA,2013J,Lower Than A Level,0,60,N,564.0,603.0,1033.0,0.0,7.0,234.0,136.0,1200.0,384.0,380.0,257.0,359.0,4.0,68.4,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,120,N,106.0,475.0,694.0,0.0,45.0,138.0,14.0,340.0,176.0,344.0,496.0,125.0,3.0,77.7,100.0,0.0,No,0
AAA,2013J,Lower Than A Level,0,60,N,68.0,135.0,425.0,0.0,53.0,112.0,48.0,265.0,158.0,218.0,152.0,51.0,2.0,59.1,100.0,0.0,No,0
AAA,2013J,Lower Than A Level,0,60,N,1528.0,1220.0,1818.0,0.0,232.0,162.0,0.0,1122.0,1704.0,1423.0,534.0,180.0,2.0,64.39999999999999,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,240.0,199.0,472.0,0.0,9.0,113.0,30.0,441.0,150.0,384.0,44.0,47.0,1.0,72.1,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,555.0,596.0,870.0,0.0,21.0,250.0,115.0,1104.0,415.0,282.0,341.0,265.0,0.0,76.0,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,90,N,1287.0,585.0,1083.0,0.0,14.0,143.0,90.0,1325.0,333.0,997.0,510.0,45.0,0.0,75.5,100.0,0.0,Yes,0
AAA,2013J,A Level or Equivalent,0,60,N,118.0,674.0,1897.0,0.0,35.0,344.0,273.0,1345.0,628.0,707.0,379.0,289.0,0.0,76.9,100.0,0.0,No,1
AAA,2013J,Lower Than A Level,0,60,N,114.0,197.0,770.0,0.0,15.0,86.0,1.0,360.0,178.0,353.0,137.0,155.0,0.0,79.6,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,150,N,36.0,88.0,315.0,0.0,8.0,39.0,6.0,218.0,62.0,100.0,100.0,12.0,2.0,73.8,100.0,0.0,No,0
AAA,2013J,Lower Than A Level,0,60,N,25.0,31.0,43.0,0.0,6.0,23.0,1.0,49.0,5.0,17.0,8.0,51.0,0.0,54.3,100.0,0.0,Yes,1
AAA,2013J,A Level or Equivalent,0,60,N,265.0,331.0,1129.0,0.0,18.0,170.0,39.0,1016.0,243.0,262.0,221.0,219.0,3.0,58.8,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,99.0,130.0,721.0,0.0,14.0,64.0,16.0,375.0,234.0,270.0,142.0,25.0,3.0,73.5,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,17.0,101.0,343.0,0.0,1.0,18.0,2.0,247.0,103.0,66.0,16.0,51.0,1.0,67.9,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,64.0,356.0,962.0,0.0,12.0,235.0,102.0,804.0,376.0,363.0,189.0,8.0,1.0,69.80000000000001,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,68.0,93.0,132.0,0.0,294.0,54.0,11.0,183.0,62.0,51.0,355.0,1.0,0.0,74.5,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,2362.0,885.0,1510.0,0.0,27.0,275.0,145.0,1842.0,1381.0,998.0,620.0,390.0,1.0,82.9,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,43.0,59.0,33.0,0.0,9.0,38.0,5.0,27.0,39.0,40.0,76.0,5.0,2.0,41.5,90.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,258.0,443.0,983.0,0.0,32.0,52.0,3.0,568.0,511.0,327.0,212.0,157.0,0.0,78.69999999999997,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,5.0,214.0,551.0,0.0,1.0,54.0,35.0,359.0,164.0,257.0,85.0,0.0,0.0,51.0,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,240,N,109.0,217.0,257.0,0.0,21.0,87.0,18.0,466.0,106.0,54.0,81.0,2.0,1.0,51.90000000000001,100.0,0.0,Yes,0
AAA,2013J,Post Graduate Qualification,0,60,N,322.0,363.0,1387.0,0.0,27.0,30.0,5.0,557.0,763.0,324.0,254.0,254.0,0.0,84.3,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,30.0,127.0,244.0,0.0,30.0,62.0,18.0,247.0,51.0,90.0,67.0,59.0,1.0,81.80000000000003,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,772.0,382.0,573.0,0.0,11.0,200.0,59.0,501.0,393.0,284.0,507.0,312.0,1.0,78.30000000000003,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,100.0,101.0,216.0,0.0,11.0,70.0,4.0,314.0,164.0,1.0,0.0,34.0,1.0,29.4,50.0,0.0,Yes,0
AAA,2013J,A Level or Equivalent,0,60,N,37.0,40.0,53.0,0.0,1.0,15.0,0.0,118.0,0.0,19.0,0.0,9.0,0.0,6.4,10.0,0.0,Yes,1
AAA,2013J,A Level or Equivalent,0,120,Y,24.0,234.0,957.0,0.0,16.0,40.0,4.0,538.0,188.0,277.0,79.0,195.0,0.0,78.1,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,14.0,267.0,527.0,0.0,12.0,118.0,49.0,420.0,200.0,235.0,132.0,0.0,0.0,54.9,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,163.0,253.0,744.0,0.0,14.0,31.0,4.0,426.0,171.0,228.0,241.0,154.0,0.0,82.6,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,1579.0,749.0,304.0,0.0,25.0,75.0,10.0,1248.0,587.0,294.0,260.0,353.0,1.0,60.9,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,60,N,157.0,223.0,474.0,0.0,26.0,119.0,82.0,338.0,190.0,267.0,198.0,88.0,0.0,81.3,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,235.0,337.0,765.0,0.0,8.0,110.0,20.0,623.0,345.0,317.0,140.0,51.0,1.0,43.3,70.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,142.0,434.0,1305.0,0.0,22.0,212.0,104.0,835.0,515.0,378.0,322.0,180.0,1.0,60.4,100.0,0.0,No,1
AAA,2013J,Post Graduate Qualification,0,60,N,5774.0,4747.0,1911.0,0.0,50.0,244.0,141.0,5223.0,2542.0,2628.0,1820.0,669.0,0.0,87.80000000000003,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,51.0,146.0,33.0,0.0,17.0,33.0,1.0,133.0,43.0,18.0,37.0,50.0,0.0,58.5,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,120,N,179.0,485.0,485.0,0.0,30.0,95.0,7.0,441.0,264.0,240.0,137.0,199.0,0.0,66.6,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,3652.0,954.0,1417.0,0.0,100.0,343.0,113.0,1355.0,1232.0,2179.0,1551.0,272.0,1.0,78.6,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,5539.0,2066.0,1880.0,0.0,20.0,342.0,220.0,3733.0,2385.0,1738.0,1422.0,805.0,0.0,80.2,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,159.0,335.0,1090.0,0.0,19.0,188.0,100.0,777.0,362.0,391.0,210.0,161.0,0.0,80.19999999999997,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,60,N,351.0,468.0,1087.0,0.0,13.0,27.0,0.0,524.0,489.0,625.0,187.0,136.0,1.0,57.5,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,120,N,25.0,56.0,33.0,0.0,2.0,16.0,1.0,43.0,25.0,6.0,28.0,31.0,0.0,64.6,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,827.0,238.0,466.0,0.0,15.0,75.0,29.0,498.0,198.0,418.0,353.0,188.0,0.0,75.10000000000002,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,120,N,5.0,70.0,168.0,0.0,9.0,44.0,4.0,75.0,25.0,113.0,87.0,1.0,0.0,62.6,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,60,N,142.0,136.0,301.0,0.0,11.0,50.0,8.0,233.0,31.0,56.0,303.0,25.0,0.0,74.2,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,150,N,74.0,91.0,126.0,0.0,6.0,34.0,1.0,213.0,30.0,29.0,1.0,59.0,1.0,15.5,30.0,0.0,Yes,1
AAA,2013J,A Level or Equivalent,0,120,N,130.0,275.0,763.0,0.0,6.0,111.0,11.0,715.0,225.0,230.0,120.0,26.0,0.0,67.4,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,2.0,72.0,195.0,0.0,4.0,49.0,11.0,99.0,89.0,68.0,47.0,30.0,1.0,47.8,100.0,0.0,No,1
AAA,2013J,Lower Than A Level,0,180,N,25.0,71.0,54.0,0.0,6.0,42.0,3.0,35.0,33.0,41.0,92.0,0.0,3.0,63.8,100.0,0.0,Yes,0
AAA,2013J,Lower Than A Level,0,60,N,143.0,283.0,1263.0,0.0,9.0,157.0,89.0,654.0,307.0,500.0,200.0,289.0,0.0,78.4,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,195.0,245.0,259.0,0.0,9.0,91.0,37.0,334.0,98.0,149.0,98.0,159.0,1.0,61.5,100.0,0.0,No,0
AAA,2013J,HE Qualification,0,120,N,1650.0,725.0,1082.0,0.0,28.0,125.0,31.0,1567.0,1149.0,335.0,465.0,128.0,2.0,79.6,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,0.0,19.0,23.0,0.0,3.0,20.0,0.0,35.0,6.0,9.0,15.0,0.0,0.0,47.4,100.0,0.0,Yes,0
AAA,2013J,A Level or Equivalent,0,180,Y,6.0,81.0,371.0,0.0,6.0,74.0,5.0,179.0,170.0,120.0,75.0,3.0,2.0,79.5,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,343.0,413.0,1227.0,0.0,6.0,137.0,85.0,633.0,530.0,459.0,437.0,160.0,0.0,82.0,100.0,0.0,No,0
AAA,2013J,A Level or Equivalent,0,120,N,138.0,222.0,132.0,0.0,10.0,64.0,3.0,268.0,113.0,109.0,68.0,11.0,0.0,82.4,100.0,0.0,No,1
AAA,2013J,HE Qualification,0,60,N,66.0,161.0,393.0,0.0,34.0,97.0,5.0,279.0,135.0,113.0,208.0,26.0,0.0,73.4,100.0,0.0,No,1
AAA,2013J,A Level or Equivalent,0,60,N,7.0,61.0,45.0,0.0,8.0,38.0,5.0,88.0,67.0,11.0,0.0,0.0,0.0,29.3,50.0,0.0,Yes,0
AAA,2013J,Lower Than A Level,0,60,N,1.0,140.0,579.0,0.0,5.0,58.0,38.0,269.0,171.0,296.0,50.0,35.0,0.0,48.8,70.0,0.0,Yes,1
AAA,2013J,A Level or Equivalent,0,120,N,250.0,130.0,396.0,0.0,11.0,68.0,29.0,395.0,122.0,102.0,161.0,111.0,0.0,55.6,100.0,0.0,No,0
AAA,2013J,Lower Than A Level,0,60,N,472.0,719.0,748.0,0.0,31.0,121.0,32.0,791.0,388.0,390.0,364.0,196.0,0.0,70.4,100.0,0.0,No,0
